Source,Target,BDeu,TSource,TTarget
AT5G47640,AT1G15040,-63.1806564418494,AT5G47640,AT1G15040
AT5G47230,AT1G16500,-63.1806564418494,AT5G47230,AT1G16500
AT5G47640,AT1G16500,-63.1806564418494,AT5G47640,AT1G16500
AT5G47230,AT1G20030,-63.1806564418494,AT5G47230,AT1G20030
AT5G47640,AT1G20030,-63.1806564418494,AT5G47640,AT1G20030
AT5G47230,AT1G20520,-63.1806564418494,AT5G47230,AT1G20520
AT5G47640,AT1G20520,-63.1806564418494,AT5G47640,AT1G20520
AT5G47230,AT1G22550,-63.1806564418494,AT5G47230,AT1G22550
AT5G47640,AT1G22550,-63.1806564418494,AT5G47640,AT1G22550
AT5G47230,AT1G23730,-63.1806564418494,AT5G47230,AT1G23730
AT5G47640,AT1G23730,-63.1806564418494,AT5G47640,AT1G23730
AT5G47230,AT1G24530,-63.1806564418494,AT5G47230,AT1G24530
AT5G47640,AT1G24530,-63.1806564418494,AT5G47640,AT1G24530
AT5G47230,AT1G25530,-63.1806564418494,AT5G47230,AT1G25530
AT5G47640,AT1G25530,-63.1806564418494,AT5G47640,AT1G25530
AT5G47230,AT1G26930,-63.1806564418494,AT5G47230,AT1G26930
AT5G47640,AT1G26930,-63.1806564418494,AT5G47640,AT1G26930
AT5G47230,AT1G35310,-63.1806564418494,AT5G47230,AT1G35310
AT5G47640,AT1G35310,-63.1806564418494,AT5G47640,AT1G35310
AT5G47230,AT1G45015,-63.1806564418494,AT5G47230,AT1G45015
AT5G47640,AT1G45015,-63.1806564418494,AT5G47640,AT1G45015
AT5G47230,AT1G49475,-63.1806564418494,AT5G47230,AT1G49475
AT5G47640,AT1G49475,-63.1806564418494,AT5G47640,AT1G49475
AT5G47230,AT1G50040,-63.1806564418494,AT5G47230,AT1G50040
AT5G47640,AT1G50040,-63.1806564418494,AT5G47640,AT1G50040
AT5G47230,AT1G52330,-63.1806564418494,AT5G47230,AT1G52330
AT5G47640,AT1G52330,-63.1806564418494,AT5G47640,AT1G52330
AT5G47230,AT1G54540,-63.1806564418494,AT5G47230,AT1G54540
AT5G47640,AT1G54540,-63.1806564418494,AT5G47640,AT1G54540
AT5G47230,AT1G54970,-63.1806564418494,AT5G47230,PRP1
AT5G47640,AT1G54970,-63.1806564418494,AT5G47640,PRP1
AT5G47230,AT1G55240,-63.1806564418494,AT5G47230,AT1G55240
AT5G47640,AT1G55240,-63.1806564418494,AT5G47640,AT1G55240
AT5G47230,AT1G56320,-63.1806564418494,AT5G47230,AT1G56320
AT5G47640,AT1G56320,-63.1806564418494,AT5G47640,AT1G56320
AT5G47230,AT1G62570,-63.1806564418494,AT5G47230,AT1G62570
AT5G47640,AT1G62570,-63.1806564418494,AT5G47640,AT1G62570
AT5G47230,AT1G66800,-63.1806564418494,AT5G47230,AT1G66800
AT5G47640,AT1G66800,-63.1806564418494,AT5G47640,AT1G66800
AT5G47230,AT1G68850,-63.1806564418494,AT5G47230,AT1G68850
AT5G47640,AT1G68850,-63.1806564418494,AT5G47640,AT1G68850
AT5G47230,AT1G71030,-63.1806564418494,AT5G47230,AT1G71030
AT5G47640,AT1G71030,-63.1806564418494,AT5G47640,AT1G71030
AT5G47230,AT1G72140,-63.1806564418494,AT5G47230,AT1G72140
AT5G47640,AT1G72140,-63.1806564418494,AT5G47640,AT1G72140
AT5G47230,AT1G72290,-63.1806564418494,AT5G47230,AT1G72290
AT5G47640,AT1G72290,-63.1806564418494,AT5G47640,AT1G72290
AT5G47230,AT1G73290,-63.1806564418494,AT5G47230,AT1G73290
AT5G47640,AT1G73290,-63.1806564418494,AT5G47640,AT1G73290
AT5G47230,AT1G76790,-63.1806564418494,AT5G47230,AT1G76790
AT5G47640,AT1G76790,-63.1806564418494,AT5G47640,AT1G76790
AT5G47230,AT1G77450,-63.1806564418494,AT5G47230,NAC032
AT5G47640,AT1G77450,-63.1806564418494,AT5G47640,NAC032
AT5G47230,AT1G80760,-63.1806564418494,AT5G47230,AT1G80760
AT5G47640,AT1G80760,-63.1806564418494,AT5G47640,AT1G80760
AT5G47230,AT2G01580,-63.1806564418494,AT5G47230,AT2G01580
AT5G47640,AT2G01580,-63.1806564418494,AT5G47640,AT2G01580
AT5G47230,AT2G03200,-63.1806564418494,AT5G47230,AT2G03200
AT5G47640,AT2G03200,-63.1806564418494,AT5G47640,AT2G03200
AT5G47230,AT2G18210,-63.1806564418494,AT5G47230,AT2G18210
AT5G47640,AT2G18210,-63.1806564418494,AT5G47640,AT2G18210
AT5G47230,AT2G20520,-63.1806564418494,AT5G47230,FLA6
AT5G47640,AT2G20520,-63.1806564418494,AT5G47640,FLA6
AT5G47230,AT2G22510,-63.1806564418494,AT5G47230,AT2G22510
AT5G47640,AT2G22510,-63.1806564418494,AT5G47640,AT2G22510
AT5G47230,AT2G24560,-63.1806564418494,AT5G47230,AT2G24560
AT5G47640,AT2G24560,-63.1806564418494,AT5G47640,AT2G24560
AT5G47230,AT2G24980,-63.1806564418494,AT5G47230,EXT6
AT5G47640,AT2G24980,-63.1806564418494,AT5G47640,EXT6
AT5G47230,AT2G25900,-63.1806564418494,AT5G47230,AT2G25900
AT5G47640,AT2G25900,-63.1806564418494,AT5G47640,AT2G25900
AT5G47230,AT2G26440,-63.1806564418494,AT5G47230,AT2G26440
AT5G47640,AT2G26440,-63.1806564418494,AT5G47640,AT2G26440
AT5G47230,AT2G26740,-63.1806564418494,AT5G47230,AT2G26740
AT5G47640,AT2G26740,-63.1806564418494,AT5G47640,AT2G26740
AT5G47230,AT2G26750,-63.1806564418494,AT5G47230,AT2G26750
AT5G47640,AT2G26750,-63.1806564418494,AT5G47640,AT2G26750
AT5G47230,AT2G28860,-63.1806564418494,AT5G47230,AT2G28860
AT5G47640,AT2G28860,-63.1806564418494,AT5G47640,AT2G28860
AT5G47230,AT2G29290,-63.1806564418494,AT5G47230,AT2G29290
AT5G47640,AT2G29290,-63.1806564418494,AT5G47640,AT2G29290
AT5G47230,AT2G29310,-63.1806564418494,AT5G47230,AT2G29310
AT5G47640,AT2G29310,-63.1806564418494,AT5G47640,AT2G29310
AT5G47230,AT2G30150,-63.1806564418494,AT5G47230,AT2G30150
AT5G47640,AT2G30150,-63.1806564418494,AT5G47640,AT2G30150
AT5G47230,AT2G34870,-63.1806564418494,AT5G47230,AT2G34870
AT5G47640,AT2G34870,-63.1806564418494,AT5G47640,AT2G34870
AT5G47230,AT2G34910,-63.1806564418494,AT5G47230,AT2G34910
AT5G47640,AT2G34910,-63.1806564418494,AT5G47640,AT2G34910
AT5G47230,AT2G36320,-63.1806564418494,AT5G47230,AT2G36320
AT5G47640,AT2G36320,-63.1806564418494,AT5G47640,AT2G36320
AT5G47230,AT2G39510,-63.1806564418494,AT5G47230,AT2G39510
AT5G47640,AT2G39510,-63.1806564418494,AT5G47640,AT2G39510
AT5G47230,AT2G39705,-63.1806564418494,AT5G47230,AT2G39705
AT5G47640,AT2G39705,-63.1806564418494,AT5G47640,AT2G39705
AT5G47230,AT2G41312,-63.1806564418494,AT5G47230,AT2G41312
AT5G47640,AT2G41312,-63.1806564418494,AT5G47640,AT2G41312
AT5G47230,AT2G44290,-63.1806564418494,AT5G47230,AT2G44290
AT5G47640,AT2G44290,-63.1806564418494,AT5G47640,AT2G44290
AT5G47230,AT3G01730,-63.1806564418494,AT5G47230,AT3G01730
AT5G47640,AT3G01730,-63.1806564418494,AT5G47640,AT3G01730
AT5G47230,AT3G01970,-63.1806564418494,AT5G47230,AT3G01970
AT5G47640,AT3G01970,-63.1806564418494,AT5G47640,AT3G01970
AT5G47230,AT3G02410,-63.1806564418494,AT5G47230,AT3G02410
AT5G47640,AT3G02410,-63.1806564418494,AT5G47640,AT3G02410
AT5G47230,AT3G03341,-63.1806564418494,AT5G47230,AT3G03341
AT5G47640,AT3G03341,-63.1806564418494,AT5G47640,AT3G03341
AT5G47230,AT3G06590,-63.1806564418494,AT5G47230,AT3G06590
AT5G47640,AT3G06590,-63.1806564418494,AT5G47640,AT3G06590
AT5G47230,AT3G10710,-63.1806564418494,AT5G47230,RHS12
AT5G47640,AT3G10710,-63.1806564418494,AT5G47640,RHS12
AT5G47230,AT3G11430,-63.1806564418494,AT5G47230,AT3G11430
AT5G47640,AT3G11430,-63.1806564418494,AT5G47640,AT3G11430
AT5G47230,AT3G11660,-63.1806564418494,AT5G47230,AT3G11660
AT5G47640,AT3G11660,-63.1806564418494,AT5G47640,AT3G11660
AT5G47230,AT3G13175,-63.1806564418494,AT5G47230,AT3G13175
AT5G47640,AT3G13175,-63.1806564418494,AT5G47640,AT3G13175
AT5G47230,AT3G16770,-63.1806564418494,AT5G47230,AT3G16770
AT5G47640,AT3G16770,-63.1806564418494,AT5G47640,AT3G16770
AT5G47230,AT3G20370,-63.1806564418494,AT5G47230,AT3G20370
AT5G47640,AT3G20370,-63.1806564418494,AT5G47640,AT3G20370
AT5G47230,AT3G21510,-63.1806564418494,AT5G47230,AT3G21510
AT5G47640,AT3G21510,-63.1806564418494,AT5G47640,AT3G21510
AT5G47230,AT3G21760,-63.1806564418494,AT5G47230,AT3G21760
AT5G47640,AT3G21760,-63.1806564418494,AT5G47640,AT3G21760
AT5G47230,AT3G23150,-63.1806564418494,AT5G47230,AT3G23150
AT5G47640,AT3G23150,-63.1806564418494,AT5G47640,AT3G23150
AT5G47230,AT3G23570,-63.1806564418494,AT5G47230,AT3G23570
AT5G47640,AT3G23570,-63.1806564418494,AT5G47640,AT3G23570
AT5G47230,AT3G28340,-63.1806564418494,AT5G47230,AT3G28340
AT5G47640,AT3G28340,-63.1806564418494,AT5G47640,AT3G28340
AT5G47230,AT3G29410,-63.1806564418494,AT5G47230,AT3G29410
AT5G47640,AT3G29410,-63.1806564418494,AT5G47640,AT3G29410
AT5G47230,AT3G45680,-63.1806564418494,AT5G47230,AT3G45680
AT5G47640,AT3G45680,-63.1806564418494,AT5G47640,AT3G45680
AT5G47230,AT3G46170,-63.1806564418494,AT5G47230,AT3G46170
AT5G47640,AT3G46170,-63.1806564418494,AT5G47640,AT3G46170
AT5G47230,AT3G48580,-63.1806564418494,AT5G47230,AT3G48580
AT5G47640,AT3G48580,-63.1806564418494,AT5G47640,AT3G48580
AT5G47230,AT3G49330,-63.1806564418494,AT5G47230,AT3G49330
AT5G47640,AT3G49330,-63.1806564418494,AT5G47640,AT3G49330
AT5G47230,AT3G50400,-63.1806564418494,AT5G47230,AT3G50400
AT5G47640,AT3G50400,-63.1806564418494,AT5G47640,AT3G50400
AT5G47230,AT3G51860,-63.1806564418494,AT5G47230,AT3G51860
AT5G47640,AT3G51860,-63.1806564418494,AT5G47640,AT3G51860
AT5G47230,AT3G53510,-63.1806564418494,AT5G47230,AT3G53510
AT5G47640,AT3G53510,-63.1806564418494,AT5G47640,AT3G53510
AT5G47230,AT3G60520,-63.1806564418494,AT5G47230,AT3G60520
AT5G47640,AT3G60520,-63.1806564418494,AT5G47640,AT3G60520
AT5G47230,AT3G60530,-63.1806564418494,AT5G47230,GATA4
AT5G47640,AT3G60530,-63.1806564418494,AT5G47640,GATA4
AT5G47230,AT4G00180,-63.1806564418494,AT5G47230,AT4G00180
AT5G47640,AT4G00180,-63.1806564418494,AT5G47640,AT4G00180
AT5G47230,AT4G00730,-63.1806564418494,AT5G47230,AT4G00730
AT5G47640,AT4G00730,-63.1806564418494,AT5G47640,AT4G00730
AT5G47230,AT4G01630,-63.1806564418494,AT5G47230,EXPA17
AT5G47640,AT4G01630,-63.1806564418494,AT5G47640,EXPA17
AT5G47230,AT4G02520,-63.1806564418494,AT5G47230,AT4G02520
AT5G47640,AT4G02520,-63.1806564418494,AT5G47640,AT4G02520
AT5G47230,AT4G02850,-63.1806564418494,AT5G47230,AT4G02850
AT5G47640,AT4G02850,-63.1806564418494,AT5G47640,AT4G02850
AT5G47230,AT4G04840,-63.1806564418494,AT5G47230,AT4G04840
AT5G47640,AT4G04840,-63.1806564418494,AT5G47640,AT4G04840
AT5G47230,AT4G06744,-63.1806564418494,AT5G47230,AT4G06744
AT5G47640,AT4G06744,-63.1806564418494,AT5G47640,AT4G06744
AT5G47230,AT4G07820,-63.1806564418494,AT5G47230,AT4G07820
AT5G47640,AT4G07820,-63.1806564418494,AT5G47640,AT4G07820
AT5G47230,AT4G08400,-63.1806564418494,AT5G47230,AT4G08400
AT5G47640,AT4G08400,-63.1806564418494,AT5G47640,AT4G08400
AT5G47230,AT4G08620,-63.1806564418494,AT5G47230,SULTR1;1
AT5G47640,AT4G08620,-63.1806564418494,AT5G47640,SULTR1;1
AT5G47230,AT4G08950,-63.1806564418494,AT5G47230,EXO
AT5G47640,AT4G08950,-63.1806564418494,AT5G47640,EXO
AT5G47230,AT4G10360,-63.1806564418494,AT5G47230,AT4G10360
AT5G47640,AT4G10360,-63.1806564418494,AT5G47640,AT4G10360
AT5G47230,AT4G12170,-63.1806564418494,AT5G47230,AT4G12170
AT5G47640,AT4G12170,-63.1806564418494,AT5G47640,AT4G12170
AT5G47230,AT4G12470,-63.1806564418494,AT5G47230,AT4G12470
AT5G47640,AT4G12470,-63.1806564418494,AT5G47640,AT4G12470
AT5G47230,AT4G12480,-63.1806564418494,AT5G47230,AT4G12480
AT5G47640,AT4G12480,-63.1806564418494,AT5G47640,AT4G12480
AT5G47230,AT4G12870,-63.1806564418494,AT5G47230,AT4G12870
AT5G47640,AT4G12870,-63.1806564418494,AT5G47640,AT4G12870
AT5G47230,AT4G12910,-63.1806564418494,AT5G47230,scpl20
AT5G47640,AT4G12910,-63.1806564418494,AT5G47640,scpl20
AT5G47230,AT4G13390,-63.1806564418494,AT5G47230,EXT12
AT5G47640,AT4G13390,-63.1806564418494,AT5G47640,EXT12
AT5G47230,AT4G15500,-63.1806564418494,AT5G47230,UGT84A4
AT5G47640,AT4G15500,-63.1806564418494,AT5G47640,UGT84A4
AT5G47230,AT4G15700,-63.1806564418494,AT5G47230,AT4G15700
AT5G47640,AT4G15700,-63.1806564418494,AT5G47640,AT4G15700
AT5G47230,AT4G15960,-63.1806564418494,AT5G47230,AT4G15960
AT5G47640,AT4G15960,-63.1806564418494,AT5G47640,AT4G15960
AT5G47230,AT4G16760,-63.1806564418494,AT5G47230,AT4G16760
AT5G47640,AT4G16760,-63.1806564418494,AT5G47640,AT4G16760
AT5G47230,AT4G16980,-63.1806564418494,AT5G47230,AT4G16980
AT5G47640,AT4G16980,-63.1806564418494,AT5G47640,AT4G16980
AT5G47230,AT4G17470,-63.1806564418494,AT5G47230,AT4G17470
AT5G47640,AT4G17470,-63.1806564418494,AT5G47640,AT4G17470
AT5G47230,AT4G18680,-63.1806564418494,AT5G47230,AT4G18680
AT5G47640,AT4G18680,-63.1806564418494,AT5G47640,AT4G18680
AT5G47230,AT4G19030,-63.1806564418494,AT5G47230,AT4G19030
AT5G47640,AT4G19030,-63.1806564418494,AT5G47640,AT4G19030
AT5G47230,AT4G21910,-63.1806564418494,AT5G47230,AT4G21910
AT5G47640,AT4G21910,-63.1806564418494,AT5G47640,AT4G21910
AT5G47230,AT4G22080,-63.1806564418494,AT5G47230,RHS14
AT5G47640,AT4G22080,-63.1806564418494,AT5G47640,RHS14
AT5G47230,AT4G25220,-63.1806564418494,AT5G47230,AT4G25220
AT5G47640,AT4G25220,-63.1806564418494,AT5G47640,AT4G25220
AT5G47230,AT4G26010,-63.1806564418494,AT5G47230,AT4G26010
AT5G47640,AT4G26010,-63.1806564418494,AT5G47640,AT4G26010
AT5G47230,AT4G26790,-63.1806564418494,AT5G47230,AT4G26790
AT5G47640,AT4G26790,-63.1806564418494,AT5G47640,AT4G26790
AT5G47230,AT4G28850,-63.1806564418494,AT5G47230,XTH26
AT5G47640,AT4G28850,-63.1806564418494,AT5G47640,XTH26
AT5G47230,AT4G28950,-63.1806564418494,AT5G47230,ROP9
AT5G47640,AT4G28950,-63.1806564418494,AT5G47640,ROP9
AT5G47230,AT4G29930,-63.1806564418494,AT5G47230,AT4G29930
AT5G47640,AT4G29930,-63.1806564418494,AT5G47640,AT4G29930
AT5G47230,AT4G30810,-63.1806564418494,AT5G47230,AT4G30810
AT5G47640,AT4G30810,-63.1806564418494,AT5G47640,AT4G30810
AT5G47230,AT4G37240,-63.1806564418494,AT5G47230,AT4G37240
AT5G47640,AT4G37240,-63.1806564418494,AT5G47640,AT4G37240
AT5G47230,AT4G37410,-63.1806564418494,AT5G47230,AT4G37410
AT5G47640,AT4G37410,-63.1806564418494,AT5G47640,AT4G37410
AT5G47230,AT4G38080,-63.1806564418494,AT5G47230,AT4G38080
AT5G47640,AT4G38080,-63.1806564418494,AT5G47640,AT4G38080
AT5G47230,AT5G01180,-63.1806564418494,AT5G47230,AT5G01180
AT5G47640,AT5G01180,-63.1806564418494,AT5G47640,AT5G01180
AT5G47230,AT5G02170,-63.1806564418494,AT5G47230,AT5G02170
AT5G47640,AT5G02170,-63.1806564418494,AT5G47640,AT5G02170
AT5G47230,AT5G04840,-63.1806564418494,AT5G47230,AT5G04840
AT5G47640,AT5G04840,-63.1806564418494,AT5G47640,AT5G04840
AT5G47230,AT5G05500,-63.1806564418494,AT5G47230,MOP10
AT5G47640,AT5G05500,-63.1806564418494,AT5G47640,MOP10
AT5G47230,AT5G06090,-63.1806564418494,AT5G47230,AT5G06090
AT5G47640,AT5G06090,-63.1806564418494,AT5G47640,AT5G06090
AT5G47230,AT5G06570,-63.1806564418494,AT5G47230,AT5G06570
AT5G47640,AT5G06570,-63.1806564418494,AT5G47640,AT5G06570
AT5G47230,AT5G06630,-63.1806564418494,AT5G47230,AT5G06630
AT5G47640,AT5G06630,-63.1806564418494,AT5G47640,AT5G06630
AT5G47230,AT5G06640,-63.1806564418494,AT5G47230,EXT10
AT5G47640,AT5G06640,-63.1806564418494,AT5G47640,EXT10
AT5G47230,AT5G06990,-63.1806564418494,AT5G47230,AT5G06990
AT5G47640,AT5G06990,-63.1806564418494,AT5G47640,AT5G06990
AT5G47230,AT5G07475,-63.1806564418494,AT5G47230,AT5G07475
AT5G47640,AT5G07475,-63.1806564418494,AT5G47640,AT5G07475
AT5G47230,AT5G10625,-63.1806564418494,AT5G47230,AT5G10625
AT5G47640,AT5G10625,-63.1806564418494,AT5G47640,AT5G10625
AT5G47230,AT5G11540,-63.1806564418494,AT5G47230,AT5G11540
AT5G47640,AT5G11540,-63.1806564418494,AT5G47640,AT5G11540
AT5G47230,AT5G12330,-63.1806564418494,AT5G47230,AT5G12330
AT5G47640,AT5G12330,-63.1806564418494,AT5G47640,AT5G12330
AT5G47230,AT5G13900,-63.1806564418494,AT5G47230,AT5G13900
AT5G47640,AT5G13900,-63.1806564418494,AT5G47640,AT5G13900
AT5G47230,AT5G14920,-63.1806564418494,AT5G47230,AT5G14920
AT5G47640,AT5G14920,-63.1806564418494,AT5G47640,AT5G14920
AT5G47230,AT5G15780,-63.1806564418494,AT5G47230,AT5G15780
AT5G47640,AT5G15780,-63.1806564418494,AT5G47640,AT5G15780
AT5G47230,AT5G16080,-63.1806564418494,AT5G47230,AT5G16080
AT5G47640,AT5G16080,-63.1806564418494,AT5G47640,AT5G16080
AT5G47230,AT5G17490,-63.1806564418494,AT5G47230,AT5G17490
AT5G47640,AT5G17490,-63.1806564418494,AT5G47640,AT5G17490
AT5G47230,AT5G18220,-63.1806564418494,AT5G47230,AT5G18220
AT5G47640,AT5G18220,-63.1806564418494,AT5G47640,AT5G18220
AT5G47230,AT5G19040,-63.1806564418494,AT5G47230,AT5G19040
AT5G47640,AT5G19040,-63.1806564418494,AT5G47640,AT5G19040
AT5G47230,AT5G19410,-63.1806564418494,AT5G47230,AT5G19410
AT5G47640,AT5G19410,-63.1806564418494,AT5G47640,AT5G19410
AT5G47230,AT5G20250,-63.1806564418494,AT5G47230,DIN10
AT5G47640,AT5G20250,-63.1806564418494,AT5G47640,DIN10
AT5G47230,AT5G20635,-63.1806564418494,AT5G47230,AT5G20635
AT5G47640,AT5G20635,-63.1806564418494,AT5G47640,AT5G20635
AT5G47230,AT5G22410,-63.1806564418494,AT5G47230,AT5G22410
AT5G47640,AT5G22410,-63.1806564418494,AT5G47640,AT5G22410
AT5G47230,AT5G23030,-63.1806564418494,AT5G47230,AT5G23030
AT5G47640,AT5G23030,-63.1806564418494,AT5G47640,AT5G23030
AT5G47230,AT5G23190,-63.1806564418494,AT5G47230,AT5G23190
AT5G47640,AT5G23190,-63.1806564418494,AT5G47640,AT5G23190
AT5G47230,AT5G23820,-63.1806564418494,AT5G47230,AT5G23820
AT5G47640,AT5G23820,-63.1806564418494,AT5G47640,AT5G23820
AT5G47230,AT5G24130,-63.1806564418494,AT5G47230,AT5G24130
AT5G47640,AT5G24130,-63.1806564418494,AT5G47640,AT5G24130
AT5G47230,AT5G24150,-63.1806564418494,AT5G47230,AT5G24150
AT5G47640,AT5G24150,-63.1806564418494,AT5G47640,AT5G24150
AT5G47230,AT5G24313,-63.1806564418494,AT5G47230,AT5G24313
AT5G47640,AT5G24313,-63.1806564418494,AT5G47640,AT5G24313
AT5G47230,AT5G24990,-63.1806564418494,AT5G47230,AT5G24990
AT5G47640,AT5G24990,-63.1806564418494,AT5G47640,AT5G24990
AT5G47230,AT5G33340,-63.1806564418494,AT5G47230,AT5G33340
AT5G47640,AT5G33340,-63.1806564418494,AT5G47640,AT5G33340
AT5G47230,AT5G35190,-63.1806564418494,AT5G47230,EXT13
AT5G47640,AT5G35190,-63.1806564418494,AT5G47640,EXT13
AT5G47230,AT5G37940,-63.1806564418494,AT5G47230,AT5G37940
AT5G47640,AT5G37940,-63.1806564418494,AT5G47640,AT5G37940
AT5G47230,AT5G38940,-63.1806564418494,AT5G47230,AT5G38940
AT5G47640,AT5G38940,-63.1806564418494,AT5G47640,AT5G38940
AT5G47230,AT5G41040,-63.1806564418494,AT5G47230,AT5G41040
AT5G47640,AT5G41040,-63.1806564418494,AT5G47640,AT5G41040
AT5G47230,AT5G41761,-63.1806564418494,AT5G47230,AT5G41761
AT5G47640,AT5G41761,-63.1806564418494,AT5G47640,AT5G41761
AT5G47230,AT5G42530,-63.1806564418494,AT5G47230,AT5G42530
AT5G47640,AT5G42530,-63.1806564418494,AT5G47640,AT5G42530
AT5G47230,AT5G42600,-63.1806564418494,AT5G47230,MRN1
AT5G47640,AT5G42600,-63.1806564418494,AT5G47640,MRN1
AT5G47230,AT5G44580,-63.1806564418494,AT5G47230,AT5G44580
AT5G47640,AT5G44580,-63.1806564418494,AT5G47640,AT5G44580
AT5G47230,AT5G46890,-63.1806564418494,AT5G47230,AT5G46890
AT5G47640,AT5G46890,-63.1806564418494,AT5G47640,AT5G46890
AT5G47230,AT5G47635,-63.1806564418494,AT5G47230,AT5G47635
AT5G47640,AT5G47635,-63.1806564418494,AT5G47640,AT5G47635
AT5G47230,AT5G47980,-63.1806564418494,AT5G47230,AT5G47980
AT5G47640,AT5G47980,-63.1806564418494,AT5G47640,AT5G47980
AT5G47230,AT5G47990,-63.1806564418494,AT5G47230,AT5G47990
AT5G47640,AT5G47990,-63.1806564418494,AT5G47640,AT5G47990
AT5G47230,AT5G48000,-63.1806564418494,AT5G47230,AT5G48000
AT5G47640,AT5G48000,-63.1806564418494,AT5G47640,AT5G48000
AT5G47230,AT5G48010,-63.1806564418494,AT5G47230,THAS1
AT5G47640,AT5G48010,-63.1806564418494,AT5G47640,THAS1
AT5G47230,AT5G49080,-63.1806564418494,AT5G47230,EXT11
AT5G47640,AT5G49080,-63.1806564418494,AT5G47640,EXT11
AT5G47230,AT5G49665,-63.1806564418494,AT5G47230,AT5G49665
AT5G47640,AT5G49665,-63.1806564418494,AT5G47640,AT5G49665
AT5G47230,AT5G51790,-63.1806564418494,AT5G47230,AT5G51790
AT5G47640,AT5G51790,-63.1806564418494,AT5G47640,AT5G51790
AT5G47230,AT5G53750,-63.1806564418494,AT5G47230,AT5G53750
AT5G47640,AT5G53750,-63.1806564418494,AT5G47640,AT5G53750
AT5G47230,AT5G59530,-63.1806564418494,AT5G47230,AT5G59530
AT5G47640,AT5G59530,-63.1806564418494,AT5G47640,AT5G59530
AT5G47230,AT5G61350,-63.1806564418494,AT5G47230,AT5G61350
AT5G47640,AT5G61350,-63.1806564418494,AT5G47640,AT5G61350
AT5G47230,AT5G63270,-63.1806564418494,AT5G47230,AT5G63270
AT5G47640,AT5G63270,-63.1806564418494,AT5G47640,AT5G63270
AT5G47230,AT5G64080,-63.1806564418494,AT5G47230,XYP1
AT5G47640,AT5G64080,-63.1806564418494,AT5G47640,XYP1
AT5G47230,AT5G64850,-63.1806564418494,AT5G47230,AT5G64850
AT5G47640,AT5G64850,-63.1806564418494,AT5G47640,AT5G64850
AT5G47230,AT5G65280,-63.1806564418494,AT5G47230,AT5G65280
AT5G47640,AT5G65280,-63.1806564418494,AT5G47640,AT5G65280
AT5G47230,AT5G66815,-63.1806564418494,AT5G47230,AT5G66815
AT5G47640,AT5G66815,-63.1806564418494,AT5G47640,AT5G66815
AT5G47230,AT5G67400,-63.1806564418494,AT5G47230,RHS19
AT5G47640,AT5G67400,-63.1806564418494,AT5G47640,RHS19
AT3G15210,AT1G66440,-63.1806564418494,AT3G15210,AT1G66440
AT5G47230,AT1G66440,-63.1806564418494,AT5G47230,AT1G66440
AT3G15210,AT1G69890,-63.1806564418494,AT3G15210,AT1G69890
AT5G47230,AT1G69890,-63.1806564418494,AT5G47230,AT1G69890
AT3G23240,AT3G48350,-63.1806564418494,AT3G23240,AT3G48350
AT5G41570,AT3G48350,-63.1806564418494,AT5G41570,AT3G48350
AT3G15210,AT2G15320,-63.490811370153,AT3G15210,AT2G15320
AT5G47230,AT2G15320,-63.490811370153,AT5G47230,AT2G15320
AT3G15210,AT5G27320,-63.490811370153,AT3G15210,AT5G27320
AT5G47230,AT5G27320,-63.490811370153,AT5G47230,AT5G27320
AT3G49930,AT5G17810,-63.6551144214433,AT3G49930,WOX12
AT5G47220,AT5G17810,-63.6551144214433,AT5G47220,WOX12
AT3G10040,AT5G47330,-63.6551144214433,AT3G10040,AT5G47330
AT5G41570,AT5G47330,-63.6551144214433,AT5G41570,AT5G47330
AT1G74840,AT3G22600,-63.7784934426045,AT1G74840,AT3G22600
AT5G44260,AT3G22600,-63.7784934426045,AT5G44260,AT3G22600
AT1G74840,AT3G54040,-63.7784934426045,AT1G74840,AT3G54040
AT5G44260,AT3G54040,-63.7784934426045,AT5G44260,AT3G54040
AT1G74840,AT4G12490,-63.7784934426045,AT1G74840,AT4G12490
AT5G44260,AT4G12490,-63.7784934426045,AT5G44260,AT4G12490
AT2G46970,AT2G35733,-63.7784934426045,AT2G46970,AT2G35733
AT4G28110,AT2G35733,-63.7784934426045,AT4G28110,AT2G35733
AT2G46970,AT2G38640,-63.7784934426045,AT2G46970,AT2G38640
AT4G28110,AT2G38640,-63.7784934426045,AT4G28110,AT2G38640
AT2G46970,AT2G43920,-63.7784934426045,AT2G46970,AT2G43920
AT4G28110,AT2G43920,-63.7784934426045,AT4G28110,AT2G43920
AT2G46970,AT5G16590,-63.7784934426045,AT2G46970,AT5G16590
AT4G28110,AT5G16590,-63.7784934426045,AT4G28110,AT5G16590
AT2G46970,AT5G20520,-63.7784934426045,AT2G46970,WAV2
AT4G28110,AT5G20520,-63.7784934426045,AT4G28110,WAV2
AT5G23280,AT5G35940,-64.8771057312708,AT5G23280,AT5G35940
AT5G41570,AT5G35940,-64.8771057312708,AT5G41570,AT5G35940
AT2G46970,AT1G58030,-64.8771057312708,AT2G46970,AT1G58030
AT4G28110,AT1G58030,-64.8771057312708,AT4G28110,AT1G58030
AT1G28370,AT2G35260,-64.8771057312708,AT1G28370,AT2G35260
AT5G41570,AT2G35260,-64.8771057312708,AT5G41570,AT2G35260
AT2G46970,AT4G02130,-64.8771057312708,AT2G46970,AT4G02130
